OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,isPurebred,ReproductiveStatus
2,Dog,Female,Senior,Pit Bull Mix,Brown Brindle/White,0,Intact
0,Dog,Female,Adolescent,Pit Bull Mix,White,0,Neutered
1,Dog,Female,Baby,Rottweiler,Black/Tan,1,Intact
0,Cat,Male,Adult,Siamese Mix,Seal Point,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue,0,Neutered
0,Dog,Male,Adult,Cardigan Welsh Corgi/Chihuahua Shorthair,Black/White,0,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Brown,0,Neutered
0,Dog,Female,Baby,German Shepherd Mix,Sable/White,0,Neutered
1,Cat,Female,Senior,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Longhair Mix,Black,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Female,Adult,Labrador Retriever Mix,Black/White,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Intact
0,Dog,Female,Adult,Cairn Terrier/Miniature Schnauzer,Black/Gray,0,Neutered
0,Dog,Female,Adolescent,Blue Lacy Mix,Blue/White,0,Neutered
1,Dog,Female,Adult,Pit Bull Mix,Black,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
0,Dog,Female,Baby,Pit Bull Mix,Brown/White,0,Neutered
0,Dog,Female,Adult,Labrador Retriever Mix,Black,0,Neutered
0,Dog,Male,Adult,Chesa Bay Retr Mix,Brown Merle,0,Neutered
1,Dog,Female,Senior,Jack Russell Terrier Mix,Brown/White,0,Neutered
2,Dog,Female,Baby,Pit Bull Mix,Fawn/White,0,Intact
1,Dog,Male,Adult,Pit Bull Mix,Black/White,0,Neutered
2,Dog,Female,Baby,Australian Cattle Dog Mix,Black/White,0,Neutered
3,Dog,Female,Adolescent,Pit Bull Mix,Brown Brindle/White,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Neutered
0,Cat,Female,Baby,Siamese Mix,Flame Point,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Neutered
2,Dog,Unknown,Baby,Labrador Retriever Mix,Black/White,0,Unknown
2,Cat,Female,Adolescent,Domestic Medium Hair Mix,Torbie,0,Intact
0,Dog,Male,Senior,Chihuahua Shorthair Mix,Tan,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Orange Tabby/White,0,Unknown
1,Dog,Male,Adolescent,Labrador Retriever/Pit Bull,Brown/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Black,0,Unknown
0,Dog,Female,Adult,German Shepherd Mix,Black/Tan,0,Neutered
2,Dog,Female,Baby,Border Collie Mix,Chocolate/White,0,Intact
2,Dog,Male,Adolescent,Labrador Retriever Mix,Chocolate/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
1,Dog,Male,Adult,Siberian Husky,Black/White,1,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Brown/Tan,0,Neutered
0,Dog,Female,Adolescent,German Shepherd Mix,Black/Brown,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue,0,Neutered
1,Dog,Female,Senior,Cocker Spaniel,Black/White,1,Intact
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
2,Cat,Unknown,Baby,Domestic Medium Hair Mix,Brown Tabby,0,Unknown
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Neutered
0,Dog,Male,Adult,Jack Russell Terrier Mix,Tricolor,0,Neutered
1,Dog,Female,Adult,Pit Bull Mix,Blue/White,0,Neutered
3,Cat,Female,Adult,Domestic Shorthair Mix,Blue Tabby,0,Neutered
0,Dog,Male,Adolescent,Anatol Shepherd Mix,Brown/White,0,Neutered
2,Dog,Female,Baby,Pit Bull Mix,Brown Brindle,0,Intact
0,Dog,Male,Adult,Cairn Terrier/Norwich Terrier,White,0,Neutered
2,Dog,Female,Adolescent,Pit Bull Mix,Gray,0,Intact
0,Dog,Female,Baby,Pit Bull Mix,White/Yellow,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Blue Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan,0,Neutered
1,Dog,Male,Senior,Collie Rough/German Shepherd,Black/Brown,0,Intact
1,Dog,Male,Adult,Dachshund Wirehair Mix,Black/White,0,Neutered
0,Cat,Female,Baby,Domestic Longhair Mix,Black/White,0,Neutered
0,Dog,Female,Baby,Dachshund Mix,Tricolor,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Dog,Female,Adolescent,Cardigan Welsh Corgi/German Shepherd,Brown/Tan,0,Intact
2,Dog,Male,Adolescent,Boxer,Brown Brindle/White,1,Neutered
1,Dog,Female,Adult,Labrador Retriever,Yellow,1,Neutered
0,Dog,Female,Adolescent,Lhasa Apso/Miniature Schnauzer,Gray/White,0,Neutered
2,Dog,Female,Adult,Shih Tzu Mix,Black/White,0,Neutered
1,Dog,Male,Baby,German Shorthair Pointer Mix,Chocolate/White,0,Neutered
2,Dog,Female,Senior,Soft Coated Wheaten Terrier Mix,White/White,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
0,Cat,Female,Adult,Domestic Longhair Mix,Torbie,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Blue/Cream,0,Intact
0,Dog,Male,Baby,Parson Russell Terrier Mix,Tan/White,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Brown,0,Neutered
0,Dog,Female,Senior,Australian Shepherd Mix,Black/Tan,0,Neutered
2,Dog,Female,Adolescent,Dachshund Wirehair/Yorkshire Terrier,Black/Tan,0,Neutered
0,Dog,Female,Baby,Cardigan Welsh Corgi/Catahoula,Black/White,0,Neutered
0,Dog,Female,Adolescent,Dachshund Mix,Tan/White,0,Neutered
2,Dog,Male,Adult,Cairn Terrier/Shih Tzu,Buff/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Intact
1,Dog,Male,Adolescent,Pit Bull Mix,Brown Brindle/White,0,Intact
0,Dog,Male,Adolescent,Great Pyrenees Mix,Buff/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Cat,Female,Baby,Siamese Mix,Seal Point,0,Intact
0,Dog,Female,Adolescent,Pharaoh Hound Mix,Tan,0,Neutered
2,Dog,Female,Adult,Border Collie/Labrador Retriever,Black,0,Intact
1,Dog,Male,Adolescent,Golden Retriever Mix,Red/White,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Orange Tabby,0,Intact
1,Dog,Female,Adult,Beagle Mix,Black/White,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Black,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
0,Dog,Female,Adult,Dalmatian/Labrador Retriever,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Gray/White,0,Intact
1,Dog,Female,Senior,Rat Terrier Mix,Brown/White,0,Neutered
1,Dog,Male,Adolescent,Beagle/Dachshund,Brown Brindle/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue Tabby,0,Neutered
3,Cat,Female,Adult,Domestic Shorthair Mix,Calico,0,Neutered
1,Dog,Male,Adolescent,Yorkshire Terrier Mix,Silver,0,Neutered
2,Dog,Male,Baby,Chihuahua Shorthair Mix,Tan,0,Intact
0,Dog,Female,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
1,Dog,Male,Adult,Greyhound/Labrador Retriever,Brown/White,0,Neutered
1,Dog,Male,Adult,Silky Terrier Mix,Silver/Tan,0,Neutered
4,Cat,Female,Adolescent,Domestic Shorthair Mix,Black,0,Neutered
2,Dog,Male,Baby,Chihuahua Shorthair Mix,Brown Brindle,0,Intact
0,Dog,Male,Adult,Australian Shepherd Mix,Brown/White,0,Neutered
1,Dog,Female,Adult,Beagle/Jack Russell Terrier,Tan/White,0,Neutered
0,Dog,Male,Baby,Australian Shepherd/Border Collie,Sable/White,0,Neutered
2,Dog,Female,Adult,Cocker Spaniel Mix,Buff,0,Neutered
4,Dog,Male,Senior,Australian Cattle Dog Mix,Black/White,0,Neutered
2,Cat,Male,Adult,Domestic Shorthair Mix,Orange Tabby,0,Neutered
0,Dog,Female,Baby,Border Collie Mix,Sable/White,0,Neutered
3,Cat,Male,Adolescent,Domestic Shorthair Mix,Orange Tabby,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair Mix,Brown/White,0,Neutered
0,Dog,Male,Adolescent,Miniature Poodle Mix,White,0,Neutered
0,Dog,Male,Adolescent,Pit Bull Mix,Black/White,0,Neutered
1,Dog,Male,Adolescent,Blue Lacy,Blue/White,1,Neutered
1,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Brown,0,Neutered
1,Dog,Female,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue/White,0,Intact
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
0,Dog,Male,Adolescent,Miniature Poodle Mix,White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Male,Adolescent,German Shepherd Mix,Sable,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Intact
2,Dog,Unknown,Baby,Boxer Mix,Black,0,Unknown
0,Dog,Female,Baby,Pit Bull/Pointer,Chocolate/White,0,Neutered
0,Cat,Female,Baby,Domestic Medium Hair Mix,Brown Tabby,0,Neutered
1,Dog,Male,Adult,Cardigan Welsh Corgi/Shih Tzu,Tan/White,0,Neutered
1,Dog,Male,Adult,Labrador Retriever Mix,Chocolate,0,Intact
2,Dog,Male,Adolescent,Lhasa Apso/Shih Tzu,Tan/White,0,Intact
2,Dog,Male,Senior,Pit Bull Mix,Fawn/White,0,Intact
0,Cat,Female,Baby,Domestic Longhair Mix,Brown Tabby,0,Intact
1,Dog,Female,Baby,Miniature Poodle Mix,White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Male,Adolescent,Boxer Mix,Brown Brindle,0,Neutered
1,Cat,Female,Senior,Himalayan Mix,Tortie Point,0,Neutered
2,Dog,Male,Senior,Rat Terrier Mix,Black/White,0,Neutered
2,Dog,Male,Adult,Maltese/Yorkshire Terrier,Cream/White,0,Neutered
1,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair/Siamese,Black,0,Neutered
3,Dog,Female,Adult,Pit Bull Mix,Brown Brindle/White,0,Intact
2,Dog,Female,Adolescent,Boston Terrier/Boxer,Brown/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Torbie,0,Unknown
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
1,Dog,Male,Senior,Labrador Retriever Mix,White/Yellow,0,Neutered
3,Dog,Male,Adolescent,Pit Bull Mix,Chocolate/White,0,Neutered
2,Dog,Female,Baby,Labrador Retriever Mix,Black,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
2,Cat,Female,Adolescent,Domestic Longhair Mix,Blue/Brown,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Calico,0,Intact
0,Dog,Female,Adolescent,Saluki Mix,Black/Brown,0,Neutered
1,Dog,Male,Adolescent,Cairn Terrier Mix,Red,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Neutered
2,Cat,Male,Adolescent,Domestic Medium Hair Mix,Black/White,0,Neutered
0,Dog,Male,Adult,Chihuahua Longhair Mix,Black/White,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Dog,Female,Adolescent,Cairn Terrier Mix,Tan/White,0,Neutered
0,Dog,Female,Baby,Border Collie Mix,Black/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Male,Adult,American Bulldog Mix,White,0,Neutered
3,Dog,Female,Adult,Boxer/Labrador Retriever,Black/White,0,Neutered
1,Dog,Female,Adolescent,Pit Bull Mix,Black/White,0,Intact
3,Dog,Male,Senior,Pit Bull,Brown Brindle/White,1,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
2,Cat,Male,Adult,Domestic Shorthair Mix,Black/White,0,Neutered
1,Dog,Male,Adolescent,German Shepherd Mix,Black,0,Intact
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Unknown
2,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Intact
0,Cat,Female,Adult,Siamese Mix,Tortie Point,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Calico,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Female,Adult,Labrador Retriever Mix,Yellow,0,Neutered
2,Dog,Male,Senior,Miniature Schnauzer Mix,Gray/Silver,0,Neutered
0,Cat,Male,Baby,Siamese Mix,Lilac Point,0,Neutered
2,Dog,Male,Senior,Pekingese Mix,Black/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
0,Dog,Male,Adult,Catahoula Mix,Tan/White,0,Neutered
0,Dog,Male,Baby,Rat Terrier/Yorkshire Terrier,Tricolor,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Dog,Female,Senior,Pit Bull Mix,Blue/White,0,Intact
0,Cat,Male,Adult,Domestic Shorthair Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,Black/Tan Hound Mix,Tricolor,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black Tabby,0,Intact
1,Dog,Male,Adult,Great Dane/Labrador Retriever,Blue Merle/White,0,Neutered
0,Cat,Male,Adult,Domestic Shorthair Mix,Black,0,Neutered
0,Dog,Male,Adult,Chihuahua Shorthair Mix,Black,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Dog,Male,Adolescent,Boston Terrier/Pit Bull,Black/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
3,Cat,Female,Baby,Domestic Medium Hair Mix,Brown Tabby,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
3,Cat,Male,Adult,Domestic Shorthair,Blue Tabby/White,1,Intact
0,Cat,Male,Baby,Manx Mix,Black,0,Neutered
1,Dog,Male,Adult,German Shepherd Mix,Black/Tan,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Cat,Female,Adolescent,Domestic Medium Hair Mix,Brown Tabby,0,Intact
2,Dog,Male,Adolescent,Chihuahua Longhair Mix,Tan,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Neutered
0,Dog,Female,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
3,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
2,Dog,Female,Adolescent,Shih Tzu,Brown/White,1,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Calico,0,Neutered
2,Cat,Unknown,Adolescent,Siamese Mix,Lynx Point,0,Unknown
0,Cat,Female,Adolescent,Domestic Medium Hair Mix,Tortie,0,Neutered
3,Dog,Male,Baby,Chihuahua Shorthair Mix,Tan/White,0,Intact
0,Cat,Male,Adult,Domestic Medium Hair Mix,Brown Tabby/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Intact
2,Dog,Female,Adolescent,Chihuahua Shorthair/Dachshund,Brown,0,Neutered
0,Dog,Female,Adult,Boxer Mix,Brown,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue Tabby/White,0,Intact
0,Dog,Female,Adult,Blue Lacy Mix,Blue/White,0,Neutered
2,Dog,Female,Adolescent,Catahoula Mix,Blue Merle/White,0,Neutered
2,Dog,Male,Adolescent,Beauceron Mix,Black/Tan,0,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair/Dachshund,Black/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Black,0,Intact
0,Cat,Male,Baby,Domestic Medium Hair Mix,Brown Tabby/White,0,Neutered
1,Dog,Female,Adult,Maltese Mix,White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Intact
0,Dog,Female,Senior,Bluetick Hound Mix,Black/White,0,Neutered
0,Dog,Female,Adolescent,Miniature Pinscher,Chocolate,1,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
2,Dog,Female,Baby,Black/Labrador Retriever,Yellow,0,Intact
0,Dog,Female,Baby,Australian Cattle Dog Mix,Red/White,0,Neutered
0,Dog,Female,Adult,Labrador Retriever Mix,Black,0,Neutered
2,Dog,Female,Adult,Pit Bull Mix,White,0,Neutered
0,Dog,Female,Adult,Labrador Retriever Mix,Black,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Cream Tabby,0,Neutered
2,Dog,Female,Adolescent,American Pit Bull Terrier Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,Staffordshire Mix,Brown/White,0,Neutered
1,Dog,Female,Baby,Pit Bull/Pit Bull,White,0,Intact
2,Dog,Female,Adult,Chihuahua Shorthair Mix,Red/White,0,Neutered
0,Dog,Male,Adult,Golden Retriever/Labrador Retriever,Gold/White,0,Neutered
3,Dog,Male,Adult,Collie Smooth Mix,Gold/White,0,Neutered
4,Cat,Unknown,Baby,Domestic Shorthair Mix,Blue Tabby,0,Unknown
0,Cat,Female,Baby,Domestic Longhair Mix,Blue/White,0,Neutered
1,Dog,Male,Senior,Old English Bulldog Mix,Brown Brindle/White,0,Intact
0,Dog,Male,Baby,Chihuahua Shorthair/Pug,Black/Sable,0,Neutered
1,Dog,Male,Adult,Rhod Ridgeback Mix,Brown,0,Intact
1,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
1,Cat,Female,Senior,Domestic Longhair Mix,Black/White,0,Neutered
1,Dog,Female,Baby,Labrador Retriever Mix,Brown/Red,0,Neutered
0,Dog,Female,Adult,American Staffordshire Terrier Mix,Brown Brindle/White,0,Neutered
0,Dog,Male,Adolescent,German Shepherd,Black/Brown,1,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Calico,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie,0,Intact
0,Dog,Female,Adult,Miniature Poodle Mix,Apricot,0,Neutered
2,Dog,Male,Adolescent,Border Collie/Catahoula,Brown Merle/White,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
2,Dog,Male,Baby,Labrador Retriever Mix,Black,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Blue Tabby,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
4,Cat,Female,Baby,Domestic Shorthair Mix,Blue Smoke,0,Intact
0,Cat,Female,Adolescent,Domestic Medium Hair Mix,Calico,0,Neutered
2,Dog,Female,Adolescent,Pit Bull Mix,Brown Brindle/White,0,Neutered
2,Cat,Female,Baby,Domestic Medium Hair Mix,Brown Tabby,0,Intact
0,Dog,Female,Senior,Chihuahua Shorthair Mix,Brown/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Black Smoke/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Black/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Female,Adolescent,German Shepherd Mix,Black/Brown,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Orange/Tortie,0,Intact
0,Cat,Female,Senior,Domestic Shorthair Mix,Calico,0,Neutered
0,Dog,Female,Baby,Carolina Dog Mix,Black/Tan,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Black/Tan,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Black/White,0,Neutered
2,Dog,Male,Adult,Miniature Pinscher Mix,Black/Tan,0,Neutered
2,Dog,Male,Adolescent,Blue Lacy Mix,Blue/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Male,Adolescent,Doberman Pinsch,Black/Tan,1,Neutered
0,Dog,Female,Baby,Golden Retriever Mix,Red/White,0,Neutered
1,Dog,Female,Adolescent,Beagle Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair/Pug,Buff,0,Neutered
3,Dog,Female,Adolescent,Pit Bull Mix,Fawn/White,0,Neutered
0,Cat,Female,Baby,Domestic Medium Hair Mix,Black Tabby,0,Neutered
0,Dog,Male,Adult,Labrador Retriever Mix,Brown/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
0,Cat,Female,Adult,Domestic Shorthair Mix,Torbie,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Intact
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Blue Tabby,0,Unknown
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Dog,Female,Baby,Anatol Shepherd Mix,Black/Cream,0,Intact
0,Dog,Female,Adolescent,Australian Cattle Dog Mix,Brown/White,0,Neutered
1,Dog,Male,Baby,Shih Tzu,Tricolor,1,Neutered
2,Dog,Male,Adult,Pit Bull Mix,Brown Brindle,0,Intact
1,Dog,Female,Adult,Beagle,Black/Tan,1,Neutered
0,Dog,Female,Adolescent,Miniature Schnauzer Mix,Black/Brown,0,Neutered
0,Dog,Male,Baby,Great Pyrenees/Labrador Retriever,Brown/White,0,Neutered
1,Dog,Male,Adult,Miniature Poodle Mix,White,0,Neutered
1,Dog,Female,Senior,Border Collie Mix,Black/White,0,Neutered
3,Cat,Female,Senior,Domestic Shorthair Mix,Calico/Orange Tabby,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Black/White,0,Neutered
0,Dog,Female,Adult,Australian Cattle Dog Mix,Brown/White,0,Neutered
0,Dog,Male,Adult,Chihuahua Shorthair Mix,Tan/White,0,Neutered
0,Dog,Female,Senior,Chihuahua Shorthair Mix,Black/White,0,Intact
0,Dog,Male,Adolescent,German Shepherd/Labrador Retriever,Black/White,0,Neutered
2,Dog,Male,Adult,Lhasa Apso/Miniature Poodle,Cream/Gray,0,Intact
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
1,Cat,Female,Adolescent,Domestic Shorthair Mix,Blue/White,0,Neutered
0,Cat,Female,Baby,Domestic Longhair Mix,Black,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Flame Point/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Intact
3,Dog,Male,Adult,Carolina Dog Mix,Sable,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Cat,Male,Senior,Domestic Shorthair Mix,Black,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
0,Dog,Female,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
0,Dog,Female,Adult,Australian Cattle Dog Mix,Blue Merle,0,Neutered
2,Dog,Female,Adolescent,Chihuahua Shorthair,Blue/White,1,Intact
0,Dog,Male,Adolescent,Australian Shepherd Mix,Brown/White,0,Neutered
1,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair/Pug,Black/White,0,Neutered
0,Dog,Female,Adolescent,Anatol Shepherd Mix,Brown Brindle/White,0,Neutered
2,Cat,Female,Adult,Domestic Shorthair Mix,Calico,0,Neutered
0,Cat,Male,Adolescent,Domestic Shorthair Mix,Orange Tabby,0,Neutered
1,Dog,Female,Adult,Boxer/Staffordshire,Brown Brindle/White,0,Neutered
1,Dog,Female,Adolescent,Cocker Spaniel Mix,Brown/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Cream Tabby,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
1,Dog,Female,Baby,Pit Bull Mix,Brown Brindle/White,0,Intact
1,Dog,Female,Adult,Boxer,Brown/White,1,Neutered
1,Dog,Male,Adolescent,Pit Bull Mix,Blue/White,0,Intact
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Brown Brindle/White,0,Neutered
2,Dog,Male,Adolescent,Dachshund Mix,Black/Tan,0,Neutered
2,Dog,Male,Adult,Pembroke Welsh Corgi Mix,Tan,0,Neutered
1,Dog,Female,Adult,Queensland Heeler Mix,Red Merle/White,0,Neutered
1,Cat,Female,Adult,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Male,Baby,Border Collie Mix,Sable/White,0,Neutered
0,Dog,Male,Adult,Toy Poodle Mix,Cream/White,0,Neutered
